subscription_id,customer_id,plan_id,start_date,end_date,subscription_status,cancellation_reason
S012050,C049459,1,2023-07-27,,Active,
S012051,C007308,2,2025-07-05,,Active,
S012052,C011589,1,2024-07-16,,Active,
S012053,C046434,2,2024-08-05,2026-08-05,Cancelled,Not Enough Content
S012054,C042991,1,2025-02-15,,Active,
S012055,C030895,1,2024-05-15,,Active,
S012056,C029980,1,2023-01-10,2024-08-10,Cancelled,Not Enough Content
S012057,C001288,3,2024-07-23,,Active,
S012058,C036315,2,2024-09-08,,Active,
S012059,C022159,2,2024-03-26,2024-08-26,Cancelled,Too Expensive
S012060,C027854,2,2024-03-28,2025-02-28,Cancelled,Technical Issues
S012061,C036912,2,2024-02-24,,Active,
S012062,C047460,2,2024-01-12,,Active,
S012063,C010680,2,2023-12-18,,Active,
S012064,C008300,3,2024-08-23,,Active,
S012065,C030850,2,2024-07-20,,Active,
S012066,C049822,1,2023-07-27,,Active,
S012067,C039430,1,2025-05-18,2026-07-18,Cancelled,Technical Issues
S012068,C013750,2,2025-10-28,,Active,
S012069,C047669,1,2025-09-02,2027-07-02,Cancelled,Switched to Competitor
S012070,C000095,1,2024-05-21,,Active,
S012071,C045167,2,2024-03-18,2025-08-18,Cancelled,Low Engagement
S012072,C012022,1,2025-11-23,,Active,
S012073,C038613,3,2025-08-11,,Active,
S012074,C023011,2,2024-12-09,2025-07-09,Cancelled,Not Enough Content
S012075,C049107,2,2023-03-18,,Active,
S012076,C046797,3,2023-02-11,,Active,
S012077,C025852,2,2025-03-01,,Active,
S012078,C027393,1,2023-01-17,2024-11-17,Cancelled,Switched to Competitor
S012079,C009620,1,2025-03-07,,Active,
S012080,C020356,1,2023-01-19,,Active,
S012081,C005663,1,2023-02-14,,Active,
S012082,C007316,2,2023-09-15,,Active,
S012083,C036205,3,2025-12-27,2026-11-27,Cancelled,Too Expensive
S012084,C002148,3,2023-09-12,,Active,
S012085,C000932,2,2023-02-24,,Active,
S012086,C014850,2,2024-01-23,,Active,
S012087,C025012,3,2023-08-27,2025-04-27,Cancelled,Not Enough Content
S012088,C009949,1,2024-07-22,,Active,
S012089,C024320,1,2024-07-25,2026-04-25,Cancelled,Switched to Competitor
S012090,C047544,2,2024-02-16,2025-04-16,Cancelled,Switched to Competitor
S012091,C048072,1,2023-06-26,,Active,
S012092,C000598,3,2023-09-11,,Active,
S012093,C022047,3,2025-02-04,,Active,
S012094,C009736,2,2023-08-25,,Active,
S012095,C041095,2,2025-02-21,2025-07-21,Cancelled,Switched to Competitor
S012096,C000905,1,2025-09-23,2026-12-23,Cancelled,Low Engagement
S012097,C022838,2,2023-05-19,,Active,
S012098,C039487,1,2023-06-17,2024-11-17,Cancelled,Low Engagement
S012099,C025012,2,2023-08-26,2024-04-26,Cancelled,Not Enough Content
S012100,C013841,2,2024-04-12,2026-01-12,Cancelled,Not Enough Content
S012101,C046626,3,2024-09-15,,Active,
S012102,C045497,1,2023-06-18,,Active,
S012103,C029212,3,2024-11-12,,Active,
S012104,C039035,3,2025-04-23,2026-10-23,Cancelled,Technical Issues
S012105,C002916,2,2025-08-09,2026-12-09,Cancelled,Not Enough Content
S012106,C018853,2,2024-10-24,2026-02-24,Cancelled,Low Engagement
S012107,C009016,3,2025-11-06,,Active,
S012108,C023424,2,2024-07-09,,Active,
S012109,C030187,1,2024-12-08,2026-04-08,Cancelled,Too Expensive
S012110,C049488,1,2025-06-20,,Active,
S012111,C048836,1,2023-01-07,,Active,
S012112,C032810,3,2024-01-15,,Active,
S012113,C049523,1,2025-07-11,,Active,
S012114,C037484,2,2024-08-14,,Active,
S012115,C041400,3,2023-07-13,,Active,
S012116,C002594,2,2024-01-04,,Active,
S012117,C015359,1,2023-04-19,,Active,
S012118,C015251,1,2023-07-23,,Active,
S012119,C045899,2,2023-12-24,2025-01-24,Cancelled,Low Engagement
S012120,C006545,1,2026-01-01,2026-12-01,Cancelled,Not Enough Content
S012121,C006369,2,2023-02-14,2023-11-14,Cancelled,Not Enough Content
S012122,C013946,2,2024-08-07,,Active,
S012123,C029514,2,2024-01-01,,Active,
S012124,C015035,1,2024-07-20,,Active,
S012125,C026840,1,2025-08-01,,Active,
S012126,C026003,2,2025-09-23,2025-10-23,Cancelled,Not Enough Content
S012127,C048769,2,2024-04-22,2024-09-22,Cancelled,Too Expensive
S012128,C048805,2,2023-08-21,,Active,
S012129,C009748,3,2023-07-30,,Active,
S012130,C044789,1,2023-08-14,2024-04-14,Cancelled,Too Expensive
S012131,C037915,2,2024-11-11,,Active,
S012132,C021704,2,2024-02-01,,Active,
S012133,C049833,2,2024-08-30,,Active,
S012134,C029410,2,2024-04-08,2025-02-08,Cancelled,Too Expensive
S012135,C021618,2,2025-11-11,2027-03-11,Cancelled,Low Engagement
S012136,C020321,2,2025-03-03,,Active,
S012137,C031692,3,2025-11-11,2026-03-11,Cancelled,Too Expensive
S012138,C025610,2,2025-06-16,2026-04-16,Cancelled,Switched to Competitor
S012139,C012768,1,2025-02-16,,Active,
S012140,C012313,1,2023-05-05,,Active,
S012141,C024106,1,2023-03-22,,Active,
S012142,C015733,3,2025-07-08,2026-07-08,Cancelled,Technical Issues
S012143,C047450,2,2025-04-13,,Active,
S012144,C001200,1,2025-08-30,2025-12-30,Cancelled,Technical Issues
S012145,C014604,2,2023-10-27,2024-05-27,Cancelled,Low Engagement
S012146,C008133,1,2023-02-19,,Active,
S012147,C000450,1,2024-05-07,2025-08-07,Cancelled,Low Engagement
S012148,C019640,3,2025-08-06,,Active,
S012149,C019693,1,2024-11-16,,Active,
S012150,C031952,2,2025-04-02,2026-01-02,Cancelled,Not Enough Content
S012151,C011215,1,2025-06-26,,Active,
S012152,C044387,2,2023-07-16,,Active,
S012153,C022423,3,2023-11-12,,Active,
S012154,C002477,1,2025-02-17,,Active,
S012155,C039749,1,2023-10-13,,Active,
S012156,C012758,2,2023-08-08,,Active,
S012157,C003692,1,2025-05-30,2027-03-30,Cancelled,Not Enough Content
S012158,C026106,1,2025-10-29,,Active,
S012159,C022661,1,2024-08-24,,Active,
S012160,C047636,1,2024-09-03,2024-10-03,Cancelled,Switched to Competitor
S012161,C046896,3,2025-06-26,,Active,
S012162,C034054,1,2023-06-14,,Active,
S012163,C030651,2,2025-02-13,2025-07-13,Cancelled,Technical Issues
S012164,C030322,1,2025-01-24,2026-07-24,Cancelled,Too Expensive
S012165,C026027,1,2025-05-02,2027-02-02,Cancelled,Low Engagement
S012166,C040006,3,2023-12-04,2024-06-04,Cancelled,Low Engagement
S012167,C018275,3,2023-03-30,2024-05-30,Cancelled,Not Enough Content
S012168,C005479,1,2024-11-06,,Active,
S012169,C015442,1,2023-11-22,2024-11-22,Cancelled,Too Expensive
S012170,C005406,2,2024-03-12,,Active,
S012171,C033244,2,2025-11-29,2027-08-29,Cancelled,Technical Issues
S012172,C005101,2,2025-12-09,,Active,
S012173,C022955,2,2025-02-26,2026-04-26,Cancelled,Low Engagement
S012174,C049599,2,2023-02-17,,Active,
S012175,C034691,1,2023-09-18,2024-08-18,Cancelled,Low Engagement
S012176,C038594,2,2025-02-05,,Active,
S012177,C046362,2,2025-10-13,,Active,
S012178,C002421,2,2024-06-16,,Active,
S012179,C025487,3,2023-08-23,2024-02-23,Cancelled,Technical Issues
S012180,C000320,2,2024-09-27,,Active,
S012181,C018604,2,2024-07-22,2026-02-22,Cancelled,Switched to Competitor
S012182,C015566,2,2023-10-27,,Active,
S012183,C027307,2,2024-12-22,2025-08-22,Cancelled,Low Engagement
S012184,C016524,2,2024-02-14,,Active,
S012185,C010360,1,2023-12-01,,Active,
S012186,C025132,3,2023-09-29,2025-07-29,Cancelled,Not Enough Content
S012187,C017706,2,2025-09-25,,Active,
S012188,C045730,2,2024-08-21,2025-09-21,Cancelled,Low Engagement
S012189,C009345,1,2025-03-31,,Active,
S012190,C038220,2,2023-01-27,2024-05-27,Cancelled,Technical Issues
S012191,C038768,1,2025-02-27,,Active,
S012192,C019400,1,2025-12-14,2026-12-14,Cancelled,Low Engagement
S012193,C024377,2,2025-03-14,,Active,
S012194,C015774,2,2024-12-21,,Active,
S012195,C043432,3,2025-04-25,,Active,
S012196,C035398,1,2025-10-10,,Active,
S012197,C010011,1,2024-09-29,,Active,
S012198,C022239,1,2024-04-05,2025-05-05,Cancelled,Too Expensive
S012199,C019140,2,2025-08-14,,Active,
S012200,C001950,2,2025-02-05,2025-08-05,Cancelled,Not Enough Content
S012201,C025116,1,2024-03-02,,Active,
S012202,C031822,2,2023-06-16,,Active,
S012203,C019486,2,2024-01-11,,Active,
S012204,C031553,1,2023-09-28,,Active,
S012205,C015090,1,2023-06-08,2024-09-08,Cancelled,Too Expensive
S012206,C006845,2,2023-09-04,,Active,
S012207,C045384,3,2023-05-14,,Active,
S012208,C023129,1,2025-08-24,,Active,
S012209,C037730,2,2025-06-11,2026-06-11,Cancelled,Not Enough Content
S012210,C011370,2,2023-03-30,,Active,
S012211,C041409,2,2024-12-07,2025-09-07,Cancelled,Low Engagement
S012212,C005720,3,2024-01-30,2024-12-30,Cancelled,Low Engagement
S012213,C001460,2,2024-01-13,2025-11-13,Cancelled,Not Enough Content
S012214,C011374,2,2025-10-31,,Active,
S012215,C048533,2,2023-10-31,,Active,
S012216,C038155,1,2024-07-26,,Active,
S012217,C012797,2,2024-09-18,2025-06-18,Cancelled,Switched to Competitor
S012218,C005622,1,2023-05-27,,Active,
S012219,C005118,3,2023-06-18,2023-07-18,Cancelled,Low Engagement
S012220,C042102,1,2023-07-01,,Active,
S012221,C041170,1,2023-10-12,,Active,
S012222,C028608,1,2023-02-01,,Active,
S012223,C011167,2,2024-12-15,2025-08-15,Cancelled,Too Expensive
S012224,C037727,1,2024-06-08,,Active,
S012225,C021475,1,2023-08-27,,Active,
S012226,C046174,2,2025-10-29,2026-08-29,Cancelled,Not Enough Content
S012227,C002449,1,2023-04-04,,Active,
S012228,C033981,2,2023-09-17,,Active,
S012229,C040573,1,2025-10-25,,Active,
S012230,C024193,1,2023-09-17,,Active,
S012231,C002141,2,2023-10-01,,Active,
S012232,C020531,2,2024-02-13,,Active,
S012233,C049284,1,2024-03-11,,Active,
S012234,C049704,2,2023-04-06,,Active,
S012235,C038796,1,2024-12-24,,Active,
S012236,C019634,1,2025-03-27,,Active,
S012237,C022961,2,2023-11-13,,Active,
S012238,C023716,2,2023-10-07,,Active,
S012239,C016441,2,2024-04-07,2025-11-07,Cancelled,Low Engagement
S012240,C018113,2,2023-11-18,,Active,
S012241,C041319,1,2023-12-06,2025-09-06,Cancelled,Switched to Competitor
S012242,C008058,2,2025-04-29,,Active,
S012243,C036668,2,2024-11-03,,Active,
S012244,C040590,1,2023-05-19,2024-10-19,Cancelled,Low Engagement
S012245,C041117,1,2023-10-08,,Active,
S012246,C013208,2,2024-04-04,,Active,
S012247,C001890,2,2024-02-29,,Active,
S012248,C023710,2,2024-09-22,,Active,
S012249,C016159,2,2024-01-10,2025-08-10,Cancelled,Too Expensive
S012250,C030439,2,2024-04-16,2024-12-16,Cancelled,Low Engagement
S012251,C020932,1,2024-02-06,,Active,
S012252,C040678,3,2025-03-09,,Active,
S012253,C038145,1,2024-02-15,,Active,
S012254,C006084,1,2024-08-28,2026-04-28,Cancelled,Technical Issues
S012255,C031013,1,2024-06-14,,Active,
S012256,C000050,2,2025-10-23,2027-01-23,Cancelled,Switched to Competitor
S012257,C025360,2,2025-08-18,2026-08-18,Cancelled,Technical Issues
S012258,C043289,2,2024-09-16,2026-05-16,Cancelled,Too Expensive
S012259,C002430,3,2023-07-02,2024-07-02,Cancelled,Technical Issues
S012260,C031606,2,2025-09-26,2026-08-26,Cancelled,Not Enough Content
S012261,C049535,2,2023-08-21,,Active,
S012262,C023524,3,2023-03-27,2023-11-27,Cancelled,Too Expensive
S012263,C024416,1,2023-09-19,,Active,
S012264,C034329,2,2024-07-14,2025-08-14,Cancelled,Switched to Competitor
S012265,C037659,1,2024-07-16,2026-05-16,Cancelled,Switched to Competitor
S012266,C024122,1,2024-04-23,,Active,
S012267,C018415,3,2025-03-27,2026-01-27,Cancelled,Low Engagement
S012268,C030894,2,2023-01-16,,Active,
S012269,C025504,1,2025-12-23,,Active,
S012270,C019328,1,2023-01-02,,Active,
S012271,C049273,1,2024-10-05,,Active,
S012272,C012923,1,2024-06-23,,Active,
S012273,C028418,2,2024-07-14,,Active,
S012274,C041043,1,2025-02-23,,Active,
S012275,C019916,1,2024-09-05,,Active,
S012276,C018536,1,2025-01-06,2026-10-06,Cancelled,Technical Issues
S012277,C021465,1,2024-09-30,,Active,
S012278,C041710,3,2024-11-10,,Active,
S012279,C023256,2,2025-07-06,,Active,
S012280,C027019,2,2025-03-22,2025-09-22,Cancelled,Switched to Competitor
S012281,C011623,1,2025-09-05,2026-03-05,Cancelled,Technical Issues
S012282,C047096,2,2025-03-19,,Active,
S012283,C044363,1,2023-09-27,,Active,
S012284,C020878,2,2023-05-07,2025-03-07,Cancelled,Not Enough Content
S012285,C028149,3,2025-07-05,,Active,
S012286,C024643,3,2024-07-13,,Active,
S012287,C029320,1,2024-09-27,,Active,
S012288,C002003,3,2024-04-05,2024-06-05,Cancelled,Not Enough Content
S012289,C005989,3,2024-05-29,,Active,
S012290,C046271,1,2024-08-13,,Active,
S012291,C028204,3,2023-08-24,,Active,
S012292,C049422,2,2024-04-24,,Active,
S012293,C015790,1,2023-06-10,,Active,
S012294,C044124,2,2024-09-22,,Active,
S012295,C047426,2,2023-04-26,,Active,
S012296,C043064,1,2024-02-11,,Active,
S012297,C016684,3,2024-09-13,,Active,
S012298,C030492,2,2023-08-29,,Active,
S012299,C027391,1,2023-10-25,,Active,
S012300,C032944,2,2024-10-12,,Active,
S012301,C021200,1,2025-05-23,,Active,
S012302,C026217,2,2023-11-19,,Active,
S012303,C021938,2,2025-06-01,2027-01-01,Cancelled,Switched to Competitor
S012304,C023014,1,2025-12-06,2026-09-06,Cancelled,Switched to Competitor
S012305,C045906,3,2025-06-25,,Active,
S012306,C000686,2,2025-03-22,2026-06-22,Cancelled,Low Engagement
S012307,C031471,2,2025-11-30,2026-01-30,Cancelled,Low Engagement
S012308,C016707,2,2024-08-19,2025-07-19,Cancelled,Too Expensive
S012309,C012695,2,2024-11-03,,Active,
S012310,C001123,2,2023-02-02,2023-11-02,Cancelled,Low Engagement
S012311,C044951,1,2023-12-26,,Active,
S012312,C039673,1,2025-05-30,,Active,
S012313,C019118,1,2024-01-19,,Active,
S012314,C029609,2,2023-09-05,,Active,
S012315,C029462,2,2025-04-15,,Active,
S012316,C022734,2,2025-07-19,,Active,
S012317,C038884,1,2025-08-30,,Active,
S012318,C047211,2,2023-04-22,2024-01-22,Cancelled,Not Enough Content
S012319,C013680,3,2025-08-09,,Active,
S012320,C008136,2,2023-08-02,2024-12-02,Cancelled,Low Engagement
S012321,C019048,1,2023-10-10,,Active,
S012322,C037578,2,2023-10-09,2024-11-09,Cancelled,Technical Issues
S012323,C009535,2,2025-02-05,2026-02-05,Cancelled,Low Engagement
S012324,C027196,2,2025-12-03,2027-05-03,Cancelled,Too Expensive
S012325,C037541,1,2025-05-20,,Active,
S012326,C023545,1,2025-02-18,,Active,
S012327,C040160,2,2025-08-06,,Active,
S012328,C049584,1,2024-12-16,,Active,
S012329,C030558,2,2024-01-07,,Active,
S012330,C049602,1,2024-04-06,,Active,
S012331,C015034,3,2024-02-29,2026-01-29,Cancelled,Too Expensive
S012332,C015223,2,2024-12-19,2026-11-19,Cancelled,Not Enough Content
S012333,C000320,2,2024-10-04,2025-05-04,Cancelled,Technical Issues
S012334,C005464,3,2025-08-21,,Active,
S012335,C018136,3,2024-01-05,2025-09-05,Cancelled,Too Expensive
S012336,C028467,2,2025-07-05,,Active,
S012337,C044032,1,2025-04-02,2027-02-02,Cancelled,Too Expensive
S012338,C040734,2,2023-01-01,,Active,
S012339,C042818,1,2025-12-31,2027-11-30,Cancelled,Technical Issues
S012340,C004486,2,2024-08-23,,Active,
S012341,C001616,2,2025-08-23,2025-09-23,Cancelled,Switched to Competitor
S012342,C007573,3,2025-02-13,2025-05-13,Cancelled,Switched to Competitor
S012343,C020907,3,2025-08-18,,Active,
S012344,C014662,1,2023-08-29,,Active,
S012345,C031540,1,2024-05-20,2025-11-20,Cancelled,Not Enough Content
S012346,C022176,2,2025-09-12,2027-09-12,Cancelled,Switched to Competitor
S012347,C007447,2,2025-07-16,2027-04-16,Cancelled,Low Engagement
S012348,C006373,3,2024-04-01,,Active,
S012349,C019424,3,2024-07-31,,Active,
S012350,C006910,1,2023-01-13,,Active,
S012351,C039913,2,2024-12-25,2026-03-25,Cancelled,Too Expensive
S012352,C022868,2,2025-09-30,,Active,
S012353,C025639,3,2023-09-25,,Active,
S012354,C000456,1,2023-01-29,,Active,
S012355,C035629,2,2024-12-24,,Active,
S012356,C016302,1,2023-02-08,2024-03-08,Cancelled,Not Enough Content
S012357,C000279,2,2025-06-23,2027-05-23,Cancelled,Technical Issues
S012358,C019064,1,2025-08-24,,Active,
S012359,C044616,2,2024-08-16,2026-04-16,Cancelled,Too Expensive
S012360,C037212,1,2024-03-01,,Active,
S012361,C020108,1,2023-11-03,,Active,
S012362,C039945,1,2024-11-26,,Active,
S012363,C048440,1,2025-10-14,2026-04-14,Cancelled,Low Engagement
S012364,C031651,2,2023-12-02,,Active,
S012365,C028091,1,2024-08-23,,Active,
S012366,C002746,2,2025-11-22,,Active,
S012367,C033071,2,2024-12-28,,Active,
S012368,C019020,3,2025-09-25,2026-12-25,Cancelled,Too Expensive
S012369,C008492,1,2025-03-26,,Active,
S012370,C008821,2,2023-12-14,2024-02-14,Cancelled,Switched to Competitor
S012371,C048290,2,2024-08-04,2025-05-04,Cancelled,Switched to Competitor
S012372,C029486,1,2023-03-24,,Active,
S012373,C019506,2,2023-06-21,2024-02-21,Cancelled,Technical Issues
S012374,C040423,1,2024-04-15,2025-09-15,Cancelled,Switched to Competitor
S012375,C013246,1,2025-10-02,,Active,
S012376,C000753,2,2023-09-23,,Active,
S012377,C001263,2,2024-06-08,,Active,
S012378,C027344,1,2023-06-26,,Active,
S012379,C045157,2,2024-06-03,2025-12-03,Cancelled,Low Engagement
S012380,C006798,1,2023-01-20,2023-12-20,Cancelled,Technical Issues
S012381,C007418,2,2024-08-08,2026-08-08,Cancelled,Technical Issues
S012382,C002996,1,2025-11-12,,Active,
S012383,C001487,1,2025-09-01,,Active,
S012384,C005982,1,2024-02-18,,Active,
S012385,C043307,2,2023-06-17,,Active,
S012386,C036440,2,2025-08-08,,Active,
S012387,C036712,2,2023-06-22,,Active,
S012388,C002390,3,2025-10-03,2026-03-03,Cancelled,Too Expensive
S012389,C017707,1,2023-05-02,,Active,
S012390,C049858,1,2025-02-01,,Active,
S012391,C048255,2,2025-02-24,,Active,
S012392,C017769,2,2024-09-10,,Active,
S012393,C019046,3,2025-09-27,2027-02-27,Cancelled,Too Expensive
S012394,C031526,2,2023-09-17,,Active,
S012395,C044601,1,2025-10-08,,Active,
S012396,C024881,1,2025-12-20,,Active,
S012397,C025322,3,2025-06-02,2026-09-02,Cancelled,Switched to Competitor
S012398,C018892,1,2024-09-27,2024-12-27,Cancelled,Low Engagement
S012399,C008210,2,2024-03-12,,Active,
S012400,C040505,1,2023-12-06,,Active,
S012401,C029923,2,2025-05-16,,Active,
S012402,C032726,1,2024-03-06,,Active,
S012403,C040150,1,2025-04-10,,Active,
S012404,C041767,1,2025-06-27,2026-06-27,Cancelled,Too Expensive
S012405,C036007,1,2024-12-24,,Active,
S012406,C013034,1,2024-02-20,,Active,
S012407,C047155,1,2023-12-27,,Active,
S012408,C033852,2,2023-09-06,,Active,
S012409,C049503,2,2024-07-02,,Active,
S012410,C001846,3,2023-04-06,,Active,
S012411,C036156,1,2023-08-19,,Active,
S012412,C043531,1,2025-10-18,,Active,
S012413,C045975,1,2023-02-27,,Active,
S012414,C000985,1,2024-06-11,,Active,
S012415,C028272,3,2025-01-17,,Active,
S012416,C009544,1,2023-12-12,2025-11-12,Cancelled,Low Engagement
S012417,C044417,3,2024-01-08,,Active,
S012418,C038708,2,2024-12-01,,Active,
S012419,C032152,2,2025-01-21,,Active,
S012420,C002588,2,2023-04-20,2024-09-20,Cancelled,Technical Issues
S012421,C035849,3,2024-03-29,,Active,
S012422,C007772,2,2023-08-03,,Active,
S012423,C022048,1,2023-06-12,2024-02-12,Cancelled,Technical Issues
S012424,C026802,1,2023-08-21,2024-05-21,Cancelled,Too Expensive
S012425,C008685,1,2024-09-26,,Active,
S012426,C020142,1,2025-10-09,,Active,
S012427,C027020,2,2025-04-15,,Active,
S012428,C025258,2,2023-07-01,,Active,
S012429,C035356,2,2025-12-31,,Active,
S012430,C008656,3,2023-06-27,,Active,
S012431,C008545,2,2025-01-31,,Active,
S012432,C026887,1,2024-10-28,,Active,
S012433,C010316,1,2025-10-21,2027-07-21,Cancelled,Low Engagement
S012434,C022271,1,2025-08-27,2027-05-27,Cancelled,Too Expensive
S012435,C028255,3,2023-03-25,,Active,
S012436,C041692,1,2024-04-19,,Active,
S012437,C010908,1,2025-05-06,,Active,
S012438,C009453,2,2025-03-15,2025-12-15,Cancelled,Not Enough Content
S012439,C005078,1,2025-11-08,,Active,
S012440,C030134,2,2023-09-21,,Active,
S012441,C009224,2,2023-02-17,,Active,
S012442,C024699,1,2025-06-12,,Active,
S012443,C015167,2,2023-05-02,2024-01-02,Cancelled,Technical Issues
S012444,C026224,2,2024-05-24,,Active,
S012445,C028485,2,2023-08-08,2023-09-08,Cancelled,Not Enough Content
S012446,C015854,2,2023-06-16,2023-11-16,Cancelled,Technical Issues
S012447,C037828,2,2025-08-01,2027-03-01,Cancelled,Low Engagement
S012448,C022025,1,2024-03-15,,Active,
S012449,C016161,3,2023-02-14,,Active,
S012450,C048744,3,2025-03-28,,Active,
S012451,C048334,2,2025-02-17,,Active,
S012452,C046287,1,2023-05-05,2025-01-05,Cancelled,Too Expensive
S012453,C033278,2,2023-06-24,,Active,
S012454,C034699,1,2025-05-12,2027-04-12,Cancelled,Too Expensive
S012455,C039621,2,2023-04-30,,Active,
S012456,C037652,1,2025-08-22,,Active,
S012457,C026168,1,2024-12-08,,Active,
S012458,C023268,2,2024-07-21,2026-05-21,Cancelled,Technical Issues
S012459,C034907,2,2023-08-11,2024-11-11,Cancelled,Technical Issues
S012460,C029620,2,2023-12-09,,Active,
S012461,C019737,3,2025-03-23,,Active,
S012462,C020810,2,2024-08-13,2026-07-13,Cancelled,Technical Issues
S012463,C010995,2,2025-09-03,,Active,
S012464,C045510,1,2025-08-18,,Active,
S012465,C047171,1,2024-11-04,,Active,
S012466,C023844,1,2023-11-04,2024-07-04,Cancelled,Not Enough Content
S012467,C027441,1,2023-03-21,2024-09-21,Cancelled,Technical Issues
S012468,C047527,1,2024-03-17,,Active,
S012469,C013681,1,2024-02-04,2025-01-04,Cancelled,Too Expensive
S012470,C028675,3,2024-01-31,2024-11-30,Cancelled,Not Enough Content
S012471,C012895,2,2023-03-06,,Active,
S012472,C037803,1,2024-01-12,,Active,
S012473,C016605,1,2025-06-22,2026-03-22,Cancelled,Low Engagement
S012474,C033165,2,2023-11-18,2024-05-18,Cancelled,Switched to Competitor
S012475,C023024,1,2025-10-08,,Active,
S012476,C004343,3,2024-02-26,2024-11-26,Cancelled,Not Enough Content
S012477,C036792,3,2024-10-23,2024-12-23,Cancelled,Too Expensive
S012478,C044006,2,2025-07-26,,Active,
S012479,C022802,2,2023-09-14,,Active,
S012480,C003238,3,2024-10-28,2025-03-28,Cancelled,Too Expensive
S012481,C008222,2,2023-12-11,,Active,
S012482,C037347,1,2023-12-26,2025-08-26,Cancelled,Technical Issues
S012483,C021259,1,2024-04-05,2025-01-05,Cancelled,Switched to Competitor
S012484,C043553,2,2024-06-17,,Active,
S012485,C007775,2,2024-11-30,,Active,
S012486,C043774,2,2025-12-06,,Active,
S012487,C041228,2,2025-01-22,,Active,
S012488,C021816,3,2024-04-22,,Active,
S012489,C033363,1,2024-10-27,,Active,
S012490,C024195,2,2024-10-04,2026-04-04,Cancelled,Too Expensive
S012491,C005269,1,2025-11-13,2025-12-13,Cancelled,Too Expensive
S012492,C037422,2,2023-09-21,,Active,
S012493,C048157,2,2023-07-26,2024-05-26,Cancelled,Not Enough Content
S012494,C014745,3,2023-01-28,,Active,
S012495,C019311,1,2024-08-12,,Active,
S012496,C011662,2,2023-06-27,2025-05-27,Cancelled,Too Expensive
S012497,C030656,1,2024-05-21,,Active,
S012498,C028298,2,2024-03-11,2025-05-11,Cancelled,Switched to Competitor
S012499,C049264,1,2025-10-09,,Active,
S012500,C044187,2,2025-04-29,2026-09-29,Cancelled,Not Enough Content
S012501,C036392,2,2025-10-27,,Active,
S012502,C015629,2,2023-04-12,,Active,
S012503,C044106,2,2025-06-20,2026-11-20,Cancelled,Switched to Competitor
S012504,C047060,3,2024-03-18,,Active,
S012505,C025360,2,2025-08-20,2026-09-20,Cancelled,Technical Issues
S012506,C018825,2,2025-07-15,2027-06-15,Cancelled,Not Enough Content
S012507,C030779,1,2023-04-09,,Active,
S012508,C042391,3,2024-04-13,,Active,
S012509,C035019,2,2024-09-15,,Active,
S012510,C037165,1,2025-08-03,,Active,
S012511,C009891,2,2023-02-20,2025-02-20,Cancelled,Too Expensive
S012512,C034742,1,2025-01-27,,Active,
S012513,C018094,2,2025-12-27,,Active,
S012514,C041367,3,2023-08-12,2025-05-12,Cancelled,Too Expensive
S012515,C014218,1,2023-02-22,,Active,
S012516,C039755,2,2024-04-16,,Active,
S012517,C017246,2,2024-09-09,2026-05-09,Cancelled,Low Engagement
S012518,C042702,1,2024-09-07,2026-08-07,Cancelled,Switched to Competitor
S012519,C026994,3,2024-02-07,2025-08-07,Cancelled,Technical Issues
S012520,C027880,2,2023-05-28,,Active,
S012521,C032613,1,2024-03-14,,Active,
S012522,C017028,2,2025-11-20,2027-08-20,Cancelled,Too Expensive
S012523,C028065,1,2025-03-14,2026-11-14,Cancelled,Technical Issues
S012524,C000089,2,2023-05-17,,Active,
S012525,C014760,3,2023-09-18,,Active,
S012526,C046997,1,2023-08-14,,Active,
S012527,C037279,1,2025-02-12,2025-04-12,Cancelled,Not Enough Content
S012528,C049028,2,2025-11-15,,Active,
S012529,C044701,3,2023-11-13,2025-05-13,Cancelled,Not Enough Content
S012530,C026937,1,2024-08-28,,Active,
S012531,C023096,2,2025-12-24,,Active,
S012532,C045311,2,2023-11-12,2025-10-12,Cancelled,Not Enough Content
S012533,C007882,1,2023-07-10,2024-10-10,Cancelled,Technical Issues
S012534,C048106,3,2023-04-23,,Active,
S012535,C042106,1,2025-01-19,,Active,
S012536,C022782,3,2023-07-23,,Active,
S012537,C025295,3,2024-12-02,2026-01-02,Cancelled,Technical Issues
S012538,C048169,3,2024-06-10,2025-01-10,Cancelled,Too Expensive
S012539,C046992,2,2025-08-12,,Active,
S012540,C015592,2,2023-04-13,2024-01-13,Cancelled,Switched to Competitor
S012541,C022107,3,2023-02-18,,Active,
S012542,C042780,1,2023-05-23,,Active,
S012543,C007141,1,2024-01-11,2025-11-11,Cancelled,Switched to Competitor
S012544,C029540,1,2024-09-29,2025-03-29,Cancelled,Low Engagement
S012545,C015689,2,2024-06-23,2025-10-23,Cancelled,Too Expensive
S012546,C008098,3,2025-04-16,2025-10-16,Cancelled,Low Engagement
S012547,C019373,3,2024-07-17,,Active,
S012548,C003204,1,2025-10-15,,Active,
S012549,C014764,1,2023-03-10,,Active,
S012550,C036799,2,2023-07-18,,Active,
S012551,C000062,1,2025-10-14,,Active,
S012552,C048252,2,2025-11-11,,Active,
S012553,C013525,2,2023-05-05,2024-03-05,Cancelled,Too Expensive
S012554,C011257,2,2024-07-17,2025-10-17,Cancelled,Not Enough Content
