customer_id,signup_date,age,gender,country,city,campaign_id,acquisition_channel
C012617,2024-01-11,49,Female,United States,Los Angeles,10,Organic
C012618,2023-07-23,18,Male,Australia,Brisbane,2,Google Ads
C012619,2025-09-15,24,Male,India,Mumbai,10,Organic
C012620,2024-10-22,60,Male,Australia,Melbourne,7,Email
C012621,2023-03-16,65,Male,United Kingdom,London,9,Influencer
C012622,2025-01-10,41,Male,United States,Chicago,3,Instagram
C012623,2023-10-31,19,Female,United Kingdom,Manchester,8,Referral
C012624,2025-12-21,35,Female,India,Ahmedabad,1,Google Ads
C012625,2024-07-23,36,Female,Germany,Hamburg,7,Email
C012626,2025-02-24,59,Male,India,Mumbai,8,Referral
C012627,2025-09-13,53,Female,Germany,Hamburg,8,Referral
C012628,2023-08-17,45,Male,United Kingdom,Birmingham,10,Organic
C012629,2025-12-07,52,Male,India,Bengaluru,10,Organic
C012630,2023-09-25,49,Female,United States,New York,2,Google Ads
C012631,2024-12-27,30,Male,France,Lyon,3,Instagram
C012632,2025-03-12,23,Male,United States,New York,10,Organic
C012633,2023-09-11,46,Female,Australia,Brisbane,2,Google Ads
C012634,2025-08-14,27,Male,United Kingdom,Birmingham,5,Facebook
C012635,2025-05-19,57,Female,France,Lyon,8,Referral
C012636,2023-03-28,27,Female,Canada,Toronto,5,Facebook
C012637,2025-11-14,51,Female,Japan,Kyoto,8,Referral
C012638,2023-08-10,37,Male,Australia,Brisbane,9,Influencer
C012639,2025-09-16,64,Male,India,Mumbai,3,Instagram
C012640,2024-02-01,50,Female,Japan,Kyoto,10,Organic
C012641,2025-07-26,28,Female,India,Mumbai,10,Organic
C012642,2024-05-25,41,Female,Canada,Toronto,9,Influencer
C012643,2024-07-14,50,Female,India,Delhi,3,Instagram
C012644,2025-04-25,39,Male,United States,San Francisco,2,Google Ads
C012645,2024-03-15,65,Female,India,Delhi,10,Organic
C012646,2023-11-07,29,Male,France,Marseille,8,Referral
C012647,2023-02-04,47,Male,United Kingdom,London,1,Google Ads
C012648,2023-08-05,49,Female,United Kingdom,Manchester,7,Email
C012649,2024-12-21,61,Female,Canada,Vancouver,8,Referral
C012650,2025-10-12,36,Male,India,Delhi,7,Email
C012651,2024-06-02,62,Female,United States,San Francisco,7,Email
C012652,2023-09-26,57,Female,Germany,Berlin,8,Referral
C012653,2024-09-29,19,Male,India,Ahmedabad,9,Influencer
C012654,2024-04-19,31,Female,Japan,Osaka,9,Influencer
C012655,2023-03-31,50,Female,Japan,Tokyo,4,Instagram
C012656,2025-12-01,49,Female,Canada,Toronto,1,Google Ads
C012657,2025-09-08,58,Male,Germany,Hamburg,1,Google Ads
C012658,2023-10-15,36,Male,United States,New York,3,Instagram
C012659,2024-04-25,31,Female,Canada,Montreal,6,YouTube
C012660,2024-09-28,21,Female,Germany,Hamburg,3,Instagram
C012661,2024-05-15,19,Male,United States,Los Angeles,5,Facebook
C012662,2023-02-21,27,Female,India,Mumbai,3,Instagram
C012663,2023-04-13,46,Female,Australia,Melbourne,8,Referral
C012664,2024-11-29,32,Male,Australia,Sydney,6,YouTube
C012665,2025-11-03,48,Male,Germany,Munich,1,Google Ads
C012666,2024-04-14,50,Female,United States,Los Angeles,4,Instagram
C012667,2024-03-02,46,Female,Canada,Montreal,8,Referral
C012668,2023-04-20,28,Female,Australia,Sydney,5,Facebook
C012669,2024-05-29,65,Female,India,Mumbai,3,Instagram
C012670,2023-03-09,62,Male,United States,San Francisco,8,Referral
C012671,2024-01-24,57,Male,Japan,Kyoto,10,Organic
C012672,2023-11-04,26,Female,United States,Chicago,9,Influencer
C012673,2025-12-25,64,Other,India,Ahmedabad,1,Google Ads
C012674,2024-04-04,46,Female,United States,Los Angeles,3,Instagram
C012675,2023-12-13,54,Male,Germany,Hamburg,10,Organic
C012676,2023-11-21,38,Male,India,Bengaluru,5,Facebook
C012677,2024-10-28,48,Female,United Kingdom,Manchester,9,Influencer
C012678,2025-11-22,39,Other,Australia,Brisbane,1,Google Ads
C012679,2023-03-09,35,Female,Canada,Montreal,9,Influencer
C012680,2023-07-06,19,Female,United States,Los Angeles,1,Google Ads
C012681,2023-07-11,39,Female,United States,Chicago,8,Referral
C012682,2024-03-03,54,Male,United States,Los Angeles,8,Referral
C012683,2023-08-04,37,Female,United States,Chicago,3,Instagram
C012684,2023-06-26,65,Male,France,Marseille,4,Instagram
C012685,2024-07-14,65,Male,United States,San Francisco,6,YouTube
C012686,2025-05-30,21,Female,India,Ahmedabad,7,Email
C012687,2024-09-17,43,Female,Germany,Hamburg,10,Organic
C012688,2024-08-29,37,Female,Australia,Melbourne,3,Instagram
C012689,2023-06-28,39,Male,Canada,Montreal,8,Referral
C012690,2024-01-30,60,Female,United Kingdom,Manchester,2,Google Ads
C012691,2025-05-25,37,Male,United States,San Francisco,7,Email
C012692,2025-08-19,46,Female,United States,Chicago,1,Google Ads
C012693,2023-07-17,65,Female,United States,New York,7,Email
C012694,2025-08-26,48,Male,United States,Los Angeles,7,Email
C012695,2024-10-30,40,Male,United States,New York,10,Organic
C012696,2024-04-01,61,Female,United States,Chicago,1,Google Ads
C012697,2023-03-13,55,Male,India,Ahmedabad,1,Google Ads
C012698,2023-08-11,33,Female,United States,San Francisco,9,Influencer
C012699,2023-10-03,36,Female,United States,Chicago,5,Facebook
C012700,2024-07-26,28,Female,Germany,Berlin,4,Instagram
C012701,2025-07-12,29,Female,Australia,Brisbane,1,Google Ads
C012702,2024-04-15,53,Male,United States,San Francisco,9,Influencer
C012703,2024-03-29,30,Female,United States,New York,4,Instagram
C012704,2025-08-26,19,Male,Japan,Tokyo,2,Google Ads
C012705,2023-01-07,28,Female,Canada,Vancouver,3,Instagram
C012706,2023-07-07,18,Male,United States,Chicago,7,Email
C012707,2023-01-04,58,Female,Canada,Montreal,5,Facebook
C012708,2025-06-25,27,Male,Australia,Sydney,8,Referral
C012709,2025-11-04,20,Male,France,Lyon,3,Instagram
C012710,2025-08-17,25,Male,Australia,Brisbane,1,Google Ads
C012711,2024-06-08,33,Female,United States,San Francisco,10,Organic
C012712,2024-09-21,53,Male,Japan,Kyoto,9,Influencer
C012713,2025-02-13,60,Male,United States,Los Angeles,10,Organic
C012714,2023-12-26,57,Female,Canada,Vancouver,9,Influencer
C012715,2024-06-01,56,Male,Canada,Vancouver,3,Instagram
C012716,2025-11-19,37,Male,United Kingdom,Birmingham,8,Referral
C012717,2025-07-09,64,Male,United States,San Francisco,5,Facebook
C012718,2025-05-01,25,Male,India,Delhi,4,Instagram
C012719,2025-07-23,27,Male,India,Mumbai,1,Google Ads
C012720,2025-06-19,54,Female,United Kingdom,Manchester,4,Instagram
C012721,2024-02-03,49,Female,United States,Chicago,4,Instagram
C012722,2023-06-17,44,Male,Australia,Brisbane,2,Google Ads
C012723,2024-01-12,48,Female,Japan,Tokyo,7,Email
C012724,2024-08-29,20,Female,Canada,Vancouver,2,Google Ads
C012725,2025-10-07,56,Other,United States,New York,9,Influencer
C012726,2024-08-11,23,Female,Japan,Kyoto,9,Influencer
C012727,2023-02-17,34,Male,United States,Chicago,8,Referral
C012728,2025-10-21,27,Male,United Kingdom,Manchester,7,Email
C012729,2023-06-22,38,Female,India,Bengaluru,7,Email
C012730,2024-05-20,46,Male,United States,San Francisco,4,Instagram
C012731,2024-02-02,46,Male,Germany,Munich,3,Instagram
C012732,2023-10-21,37,Female,India,Ahmedabad,3,Instagram
C012733,2024-07-05,32,Female,Australia,Melbourne,6,YouTube
C012734,2025-04-29,19,Male,United States,San Francisco,9,Influencer
C012735,2025-11-05,50,Female,United States,Chicago,2,Google Ads
C012736,2025-06-03,29,Female,Japan,Tokyo,6,YouTube
C012737,2025-09-30,30,Female,Canada,Vancouver,9,Influencer
C012738,2023-05-14,61,Female,United States,San Francisco,6,YouTube
C012739,2025-02-09,61,Female,Canada,Montreal,5,Facebook
C012740,2024-05-22,56,Male,Canada,Toronto,1,Google Ads
C012741,2025-12-25,56,Female,France,Lyon,10,Organic
C012742,2024-04-24,55,Male,United States,New York,4,Instagram
C012743,2025-05-12,62,Female,Germany,Munich,9,Influencer
C012744,2024-04-03,38,Female,United States,San Francisco,7,Email
C012745,2024-09-17,58,Male,United Kingdom,Manchester,10,Organic
C012746,2023-06-08,33,Male,United Kingdom,London,2,Google Ads
C012747,2023-06-10,51,Female,Canada,Montreal,7,Email
C012748,2025-07-28,44,Female,Germany,Berlin,4,Instagram
C012749,2023-06-04,60,Male,India,Delhi,5,Facebook
C012750,2024-04-30,20,Male,Japan,Kyoto,3,Instagram
C012751,2024-03-07,26,Male,Canada,Toronto,9,Influencer
C012752,2025-11-16,61,Female,United States,Chicago,4,Instagram
C012753,2025-09-30,51,Female,United States,Los Angeles,1,Google Ads
C012754,2025-11-01,36,Male,India,Mumbai,3,Instagram
C012755,2023-03-08,55,Male,India,Mumbai,8,Referral
C012756,2024-06-25,43,Female,India,Ahmedabad,8,Referral
C012757,2023-04-06,40,Male,Australia,Sydney,3,Instagram
C012758,2023-08-03,35,Male,United States,Chicago,6,YouTube
C012759,2023-07-13,62,Female,United States,Chicago,8,Referral
C012760,2025-06-03,63,Female,India,Mumbai,3,Instagram
C012761,2023-02-08,57,Female,United Kingdom,Birmingham,4,Instagram
C012762,2025-07-27,58,Female,United Kingdom,London,3,Instagram
C012763,2025-07-27,62,Male,United States,Los Angeles,6,YouTube
C012764,2023-07-25,55,Male,India,Bengaluru,4,Instagram
C012765,2025-07-30,27,Other,Canada,Montreal,1,Google Ads
C012766,2024-07-08,60,Male,Germany,Berlin,2,Google Ads
C012767,2024-04-28,27,Male,India,Delhi,1,Google Ads
C012768,2025-02-09,38,Female,Japan,Kyoto,6,YouTube
C012769,2023-09-06,55,Male,India,Ahmedabad,4,Instagram
C012770,2024-01-08,55,Female,United States,Los Angeles,9,Influencer
C012771,2025-05-28,64,Female,United States,Chicago,3,Instagram
C012772,2025-04-14,24,Male,United States,Los Angeles,5,Facebook
C012773,2025-05-20,29,Male,United States,Chicago,10,Organic
C012774,2024-12-02,58,Male,France,Lyon,2,Google Ads
C012775,2023-05-18,50,Other,India,Ahmedabad,7,Email
C012776,2025-08-05,42,Female,Germany,Berlin,10,Organic
C012777,2024-04-01,45,Male,India,Delhi,5,Facebook
C012778,2025-03-24,41,Male,France,Paris,3,Instagram
C012779,2025-04-02,65,Male,India,Mumbai,8,Referral
C012780,2025-07-30,48,Male,United States,New York,2,Google Ads
C012781,2024-03-19,35,Male,United States,New York,2,Google Ads
C012782,2023-12-19,40,Male,United Kingdom,Birmingham,5,Facebook
C012783,2025-09-22,24,Male,India,Ahmedabad,6,YouTube
C012784,2025-03-04,25,Female,Germany,Munich,5,Facebook
C012785,2024-02-15,32,Male,France,Paris,3,Instagram
C012786,2024-11-08,55,Female,Germany,Berlin,3,Instagram
C012787,2024-03-28,45,Female,United States,Chicago,3,Instagram
C012788,2024-02-23,44,Male,Australia,Melbourne,3,Instagram
C012789,2024-03-25,38,Male,Canada,Toronto,3,Instagram
C012790,2025-09-21,61,Other,France,Paris,10,Organic
C012791,2023-02-20,44,Male,Germany,Hamburg,8,Referral
C012792,2023-07-29,64,Male,India,Delhi,5,Facebook
C012793,2025-06-06,64,Male,France,Paris,10,Organic
C012794,2025-09-24,59,Female,India,Bengaluru,8,Referral
C012795,2025-09-19,58,Female,United States,New York,2,Google Ads
C012796,2025-04-29,31,Male,India,Ahmedabad,3,Instagram
C012797,2024-09-18,38,Male,United States,San Francisco,1,Google Ads
C012798,2024-11-09,31,Male,Australia,Sydney,6,YouTube
C012799,2025-02-15,60,Male,France,Marseille,5,Facebook
C012800,2024-10-24,23,Male,India,Bengaluru,1,Google Ads
C012801,2023-09-25,29,Male,United Kingdom,London,4,Instagram
C012802,2023-04-26,45,Female,Japan,Tokyo,7,Email
C012803,2025-01-23,46,Female,Germany,Berlin,3,Instagram
C012804,2025-11-29,54,Female,United Kingdom,Birmingham,8,Referral
C012805,2023-07-01,55,Female,India,Ahmedabad,4,Instagram
C012806,2025-06-21,20,Male,Australia,Sydney,6,YouTube
C012807,2025-08-03,50,Male,United Kingdom,London,2,Google Ads
C012808,2023-09-15,63,Male,United Kingdom,Birmingham,3,Instagram
C012809,2024-05-23,29,Female,France,Marseille,7,Email
C012810,2023-04-02,29,Female,Canada,Montreal,8,Referral
C012811,2023-05-29,28,Female,Japan,Tokyo,8,Referral
C012812,2023-04-27,45,Male,Canada,Toronto,5,Facebook
C012813,2024-04-02,52,Male,Australia,Brisbane,2,Google Ads
C012814,2024-07-18,51,Male,United Kingdom,Birmingham,4,Instagram
C012815,2025-03-24,39,Female,United States,San Francisco,8,Referral
C012816,2023-02-14,56,Female,Germany,Berlin,8,Referral
C012817,2025-02-12,40,Female,Germany,Hamburg,1,Google Ads
C012818,2023-08-22,29,Female,Australia,Melbourne,7,Email
C012819,2023-07-16,36,Female,Japan,Osaka,7,Email
C012820,2023-01-25,48,Male,United States,San Francisco,6,YouTube
C012821,2024-01-30,30,Female,Canada,Montreal,6,YouTube
C012822,2024-12-14,36,Male,Japan,Kyoto,5,Facebook
C012823,2025-11-25,53,Male,United Kingdom,London,3,Instagram
C012824,2023-08-11,39,Male,United States,Chicago,9,Influencer
C012825,2025-05-13,61,Female,Canada,Vancouver,3,Instagram
C012826,2024-06-13,47,Female,Japan,Osaka,1,Google Ads
C012827,2023-09-14,21,Female,Australia,Sydney,4,Instagram
C012828,2024-10-15,30,Male,United States,New York,1,Google Ads
C012829,2024-08-13,37,Female,United States,Chicago,7,Email
C012830,2024-03-19,56,Male,United States,San Francisco,3,Instagram
C012831,2024-02-22,23,Male,France,Lyon,5,Facebook
C012832,2024-07-27,61,Male,Canada,Vancouver,4,Instagram
C012833,2023-05-09,29,Female,Japan,Osaka,4,Instagram
C012834,2025-10-07,33,Female,Japan,Tokyo,5,Facebook
C012835,2023-12-07,62,Male,India,Delhi,7,Email
C012836,2025-03-20,34,Female,India,Ahmedabad,8,Referral
C012837,2025-09-18,25,Male,United Kingdom,Birmingham,4,Instagram
C012838,2023-04-10,50,Female,United Kingdom,Manchester,3,Instagram
C012839,2023-02-08,61,Female,Canada,Vancouver,9,Influencer
C012840,2023-09-20,56,Other,Japan,Osaka,1,Google Ads
C012841,2023-05-30,29,Male,Canada,Montreal,6,YouTube
C012842,2024-11-20,43,Female,Japan,Kyoto,4,Instagram
C012843,2025-03-23,36,Male,Germany,Hamburg,7,Email
C012844,2023-08-07,30,Other,United States,Los Angeles,5,Facebook
C012845,2025-06-24,27,Male,Canada,Vancouver,1,Google Ads
C012846,2023-09-01,51,Female,United States,New York,2,Google Ads
C012847,2025-06-04,48,Other,United States,San Francisco,8,Referral
C012848,2024-08-09,44,Male,India,Ahmedabad,8,Referral
C012849,2024-06-01,20,Female,United States,Chicago,5,Facebook
C012850,2025-11-10,61,Other,Japan,Kyoto,2,Google Ads
C012851,2023-07-09,22,Female,Canada,Montreal,4,Instagram
C012852,2025-07-03,22,Male,United States,New York,2,Google Ads
C012853,2024-09-06,54,Male,United States,San Francisco,7,Email
C012854,2025-05-05,24,Male,Canada,Toronto,8,Referral
C012855,2024-04-10,57,Female,India,Mumbai,6,YouTube
C012856,2023-04-09,65,Female,United States,San Francisco,9,Influencer
C012857,2025-04-09,59,Female,Canada,Toronto,1,Google Ads
C012858,2025-09-23,30,Female,Australia,Melbourne,8,Referral
C012859,2023-02-25,51,Male,United States,Chicago,5,Facebook
C012860,2025-11-11,53,Male,United States,San Francisco,1,Google Ads
C012861,2024-08-02,51,Female,Canada,Montreal,9,Influencer
C012862,2023-07-04,20,Female,United States,New York,2,Google Ads
C012863,2024-06-05,27,Male,Canada,Montreal,2,Google Ads
C012864,2023-09-21,60,Female,Australia,Melbourne,1,Google Ads
C012865,2025-11-27,52,Female,Japan,Osaka,9,Influencer
C012866,2025-09-29,54,Female,United States,Los Angeles,1,Google Ads
C012867,2023-05-03,23,Female,India,Mumbai,7,Email
C012868,2023-10-28,38,Male,United States,New York,6,YouTube
C012869,2025-04-12,62,Female,United Kingdom,Birmingham,1,Google Ads
C012870,2025-12-26,22,Female,Japan,Tokyo,10,Organic
C012871,2024-10-06,20,Female,Japan,Tokyo,3,Instagram
C012872,2025-05-23,37,Female,India,Ahmedabad,1,Google Ads
C012873,2024-01-29,47,Female,United States,Los Angeles,1,Google Ads
C012874,2024-10-22,29,Male,United Kingdom,London,1,Google Ads
C012875,2023-03-10,52,Male,Germany,Berlin,3,Instagram
C012876,2025-01-31,49,Female,India,Ahmedabad,8,Referral
C012877,2023-11-16,36,Male,Australia,Brisbane,7,Email
C012878,2023-06-26,32,Male,Germany,Munich,8,Referral
C012879,2024-08-06,27,Male,United Kingdom,Birmingham,4,Instagram
C012880,2024-08-04,43,Male,India,Delhi,1,Google Ads
C012881,2023-04-21,23,Female,United States,New York,6,YouTube
C012882,2025-09-25,65,Female,Canada,Vancouver,8,Referral
C012883,2025-01-27,64,Female,United Kingdom,Manchester,10,Organic
C012884,2023-10-10,43,Female,Australia,Melbourne,4,Instagram
C012885,2023-07-13,19,Female,United Kingdom,Manchester,6,YouTube
C012886,2025-08-24,65,Female,Japan,Kyoto,5,Facebook
C012887,2025-12-06,49,Female,United States,Chicago,2,Google Ads
C012888,2025-09-04,20,Other,United States,Los Angeles,3,Instagram
C012889,2023-12-08,36,Female,United States,New York,1,Google Ads
C012890,2024-06-05,53,Female,Canada,Vancouver,3,Instagram
C012891,2025-03-11,37,Male,India,Ahmedabad,3,Instagram
C012892,2025-06-21,47,Male,Canada,Toronto,8,Referral
C012893,2023-05-11,54,Male,France,Lyon,7,Email
C012894,2025-03-24,62,Male,Australia,Brisbane,9,Influencer
C012895,2023-03-02,37,Male,United States,Los Angeles,4,Instagram
C012896,2023-06-13,51,Female,Australia,Brisbane,8,Referral
C012897,2023-09-29,61,Female,India,Ahmedabad,8,Referral
C012898,2023-05-13,34,Female,India,Ahmedabad,1,Google Ads
C012899,2025-09-24,59,Female,Japan,Osaka,9,Influencer
C012900,2023-02-07,40,Female,United States,Los Angeles,2,Google Ads
C012901,2024-09-08,58,Female,France,Lyon,7,Email
C012902,2024-04-18,26,Male,Australia,Melbourne,5,Facebook
C012903,2023-02-28,44,Female,United States,San Francisco,3,Instagram
C012904,2024-08-11,34,Female,France,Marseille,6,YouTube
C012905,2024-05-13,58,Female,United Kingdom,Birmingham,1,Google Ads
C012906,2024-07-20,63,Female,United States,New York,7,Email
C012907,2024-07-20,34,Female,United States,New York,7,Email
C012908,2025-06-22,19,Male,Australia,Melbourne,1,Google Ads
C012909,2024-01-18,32,Male,Japan,Kyoto,10,Organic
C012910,2023-03-26,28,Female,United States,New York,4,Instagram
C012911,2024-09-18,54,Male,France,Lyon,3,Instagram
C012912,2025-04-05,58,Female,United States,Los Angeles,5,Facebook
C012913,2023-10-20,26,Female,United States,New York,9,Influencer
C012914,2025-12-08,31,Female,Canada,Toronto,8,Referral
C012915,2025-12-26,25,Female,India,Mumbai,2,Google Ads
C012916,2025-02-25,60,Female,India,Delhi,7,Email
C012917,2023-05-09,29,Female,United States,Los Angeles,1,Google Ads
C012918,2023-01-29,24,Female,United States,San Francisco,8,Referral
C012919,2024-11-22,20,Male,India,Mumbai,1,Google Ads
C012920,2023-05-13,43,Male,United Kingdom,London,2,Google Ads
C012921,2024-10-07,20,Male,United Kingdom,Manchester,1,Google Ads
C012922,2024-11-19,63,Female,United States,San Francisco,10,Organic
C012923,2024-06-17,21,Male,Japan,Tokyo,2,Google Ads
C012924,2024-05-30,49,Male,India,Ahmedabad,5,Facebook
C012925,2025-08-17,63,Female,France,Paris,4,Instagram
C012926,2023-06-14,31,Male,Canada,Montreal,8,Referral
C012927,2025-07-15,20,Other,India,Ahmedabad,1,Google Ads
C012928,2025-07-21,30,Female,United Kingdom,Manchester,4,Instagram
C012929,2024-07-10,25,Female,United States,New York,3,Instagram
C012930,2024-11-10,55,Female,United Kingdom,Manchester,8,Referral
C012931,2025-09-19,19,Female,United States,New York,3,Instagram
C012932,2025-10-25,55,Female,United States,San Francisco,8,Referral
C012933,2025-01-26,63,Female,Australia,Melbourne,10,Organic
C012934,2025-05-04,48,Male,Canada,Montreal,7,Email
C012935,2024-05-07,56,Female,Australia,Brisbane,5,Facebook
C012936,2024-10-10,44,Female,Japan,Osaka,7,Email
C012937,2025-09-18,34,Male,Canada,Montreal,2,Google Ads
C012938,2024-09-19,52,Female,United States,Chicago,4,Instagram
C012939,2024-09-16,63,Male,Australia,Brisbane,7,Email
C012940,2024-06-26,41,Female,India,Bengaluru,4,Instagram
C012941,2023-01-07,18,Female,Germany,Hamburg,7,Email
C012942,2025-08-11,46,Other,United States,Los Angeles,4,Instagram
C012943,2024-05-29,43,Female,India,Delhi,8,Referral
C012944,2025-01-24,61,Male,Australia,Melbourne,3,Instagram
C012945,2023-03-14,52,Male,United States,Los Angeles,1,Google Ads
C012946,2023-01-10,61,Female,United States,Chicago,7,Email
C012947,2024-07-15,41,Male,Japan,Kyoto,3,Instagram
C012948,2023-05-02,63,Female,United States,Chicago,6,YouTube
C012949,2024-11-17,50,Male,India,Ahmedabad,6,YouTube
C012950,2024-05-27,43,Male,India,Ahmedabad,8,Referral
C012951,2025-09-16,54,Female,Germany,Berlin,1,Google Ads
C012952,2024-03-16,56,Female,United States,Chicago,2,Google Ads
C012953,2025-11-27,43,Male,United States,Los Angeles,2,Google Ads
C012954,2024-12-02,55,Male,Australia,Sydney,8,Referral
C012955,2024-08-13,55,Other,France,Marseille,7,Email
C012956,2023-03-08,28,Male,India,Ahmedabad,5,Facebook
C012957,2023-01-17,46,Female,Canada,Toronto,2,Google Ads
C012958,2024-01-03,46,Male,United Kingdom,Manchester,1,Google Ads
C012959,2025-06-22,20,Male,Germany,Munich,6,YouTube
C012960,2024-12-21,26,Male,United Kingdom,London,2,Google Ads
C012961,2025-08-15,52,Female,India,Delhi,10,Organic
C012962,2025-06-26,23,Female,Japan,Osaka,8,Referral
C012963,2025-09-15,26,Male,United States,New York,1,Google Ads
C012964,2024-04-17,25,Male,United States,New York,4,Instagram
C012965,2023-04-25,44,Female,Germany,Munich,5,Facebook
C012966,2023-04-10,51,Female,India,Delhi,7,Email
C012967,2024-03-13,41,Female,United Kingdom,London,2,Google Ads
C012968,2023-12-15,65,Male,India,Mumbai,4,Instagram
C012969,2023-05-19,22,Male,France,Marseille,5,Facebook
C012970,2025-04-07,27,Male,Japan,Osaka,7,Email
C012971,2023-11-20,37,Female,United States,Chicago,5,Facebook
C012972,2025-04-25,39,Male,Australia,Sydney,5,Facebook
C012973,2023-10-21,29,Female,Japan,Tokyo,10,Organic
C012974,2025-08-25,61,Female,United States,San Francisco,5,Facebook
C012975,2023-03-15,46,Male,United States,Los Angeles,7,Email
C012976,2024-04-28,48,Male,United States,New York,5,Facebook
C012977,2023-01-16,23,Female,United Kingdom,Manchester,4,Instagram
C012978,2025-03-03,63,Male,Germany,Hamburg,10,Organic
C012979,2024-05-30,24,Male,India,Delhi,5,Facebook
C012980,2025-07-13,50,Male,Canada,Vancouver,7,Email
C012981,2025-04-03,63,Female,India,Mumbai,7,Email
C012982,2024-06-01,32,Female,Canada,Toronto,9,Influencer
C012983,2023-05-09,30,Female,United Kingdom,Manchester,10,Organic
C012984,2024-05-25,41,Female,United Kingdom,Manchester,9,Influencer
C012985,2024-02-27,47,Other,France,Lyon,6,YouTube
C012986,2024-01-20,50,Female,India,Bengaluru,7,Email
C012987,2023-08-20,37,Male,India,Bengaluru,10,Organic
C012988,2025-08-16,36,Female,United States,San Francisco,7,Email
C012989,2025-04-04,36,Male,Canada,Vancouver,4,Instagram
C012990,2023-03-06,55,Male,Japan,Kyoto,8,Referral
C012991,2025-04-12,41,Male,India,Delhi,8,Referral
C012992,2024-09-06,22,Female,United States,New York,1,Google Ads
C012993,2025-03-11,39,Female,United States,Los Angeles,8,Referral
C012994,2023-10-05,39,Female,India,Mumbai,10,Organic
C012995,2024-01-01,45,Male,United States,Los Angeles,9,Influencer
C012996,2024-05-30,34,Male,United States,Chicago,7,Email
C012997,2024-03-14,48,Female,United States,Los Angeles,8,Referral
C012998,2024-03-03,64,Female,India,Bengaluru,8,Referral
C012999,2024-12-29,24,Female,United Kingdom,Birmingham,4,Instagram
C013000,2024-01-31,34,Male,Australia,Sydney,6,YouTube
C013001,2024-08-08,29,Female,United States,Los Angeles,5,Facebook
C013002,2024-01-10,24,Male,France,Marseille,7,Email
C013003,2025-08-05,46,Female,United States,San Francisco,6,YouTube
C013004,2023-04-03,62,Male,United States,Chicago,10,Organic
C013005,2023-11-17,25,Female,United Kingdom,Birmingham,8,Referral
C013006,2025-10-30,21,Female,United States,Chicago,3,Instagram
C013007,2025-07-02,57,Male,United Kingdom,Birmingham,10,Organic
C013008,2025-07-05,33,Female,Japan,Kyoto,8,Referral
C013009,2023-04-05,33,Male,Germany,Hamburg,4,Instagram
C013010,2025-08-16,39,Male,United Kingdom,Manchester,5,Facebook
C013011,2023-03-12,28,Male,Australia,Sydney,4,Instagram
C013012,2024-10-25,58,Female,United Kingdom,London,5,Facebook
C013013,2025-08-26,28,Male,United States,New York,5,Facebook
C013014,2024-08-09,22,Female,Germany,Berlin,9,Influencer
C013015,2024-12-27,59,Female,Australia,Sydney,10,Organic
C013016,2024-01-03,55,Male,France,Paris,7,Email
C013017,2023-02-20,65,Female,United States,Los Angeles,8,Referral
C013018,2025-09-14,29,Male,Germany,Berlin,7,Email
C013019,2023-09-17,57,Female,Germany,Berlin,8,Referral
C013020,2023-06-07,42,Female,Canada,Vancouver,7,Email
C013021,2023-04-09,62,Male,United Kingdom,London,5,Facebook
C013022,2023-08-29,30,Female,United Kingdom,Manchester,8,Referral
C013023,2023-07-21,65,Male,Canada,Toronto,8,Referral
C013024,2024-09-25,43,Male,India,Mumbai,7,Email
C013025,2025-01-15,28,Female,United Kingdom,London,9,Influencer
C013026,2024-05-04,57,Female,India,Ahmedabad,10,Organic
C013027,2024-08-01,40,Female,India,Ahmedabad,2,Google Ads
C013028,2024-06-10,30,Male,India,Ahmedabad,2,Google Ads
C013029,2023-09-30,50,Male,United States,Chicago,10,Organic
C013030,2025-02-24,45,Female,United States,Chicago,4,Instagram
C013031,2024-03-28,21,Female,India,Mumbai,8,Referral
C013032,2023-12-13,45,Female,United Kingdom,London,2,Google Ads
C013033,2025-03-26,51,Female,Australia,Brisbane,9,Influencer
C013034,2024-02-18,27,Male,India,Ahmedabad,5,Facebook
C013035,2024-03-06,25,Male,India,Ahmedabad,2,Google Ads
C013036,2024-01-14,26,Male,United States,San Francisco,4,Instagram
C013037,2025-09-24,35,Male,Japan,Kyoto,4,Instagram
C013038,2025-06-13,19,Male,United States,San Francisco,6,YouTube
C013039,2024-03-03,35,Male,Canada,Vancouver,3,Instagram
C013040,2023-07-11,57,Female,Australia,Melbourne,8,Referral
C013041,2023-02-10,19,Female,United States,Chicago,6,YouTube
C013042,2023-05-16,39,Female,Germany,Hamburg,6,YouTube
C013043,2023-04-16,33,Female,India,Mumbai,5,Facebook
C013044,2024-06-02,54,Female,France,Marseille,10,Organic
C013045,2025-03-24,49,Female,India,Delhi,6,YouTube
C013046,2023-05-06,27,Male,United States,Los Angeles,8,Referral
C013047,2024-02-04,58,Female,United Kingdom,Birmingham,8,Referral
C013048,2023-03-20,51,Female,France,Lyon,1,Google Ads
C013049,2024-01-24,65,Female,United States,Los Angeles,7,Email
C013050,2023-03-15,33,Female,Canada,Vancouver,2,Google Ads
C013051,2025-10-25,51,Female,United States,San Francisco,7,Email
C013052,2023-03-23,54,Female,France,Lyon,3,Instagram
C013053,2025-02-14,57,Female,France,Marseille,7,Email
C013054,2025-09-17,51,Female,United States,Chicago,1,Google Ads
C013055,2023-10-05,61,Male,United States,New York,9,Influencer
